cprd_prodcode	description	description2	bnf_code
54799	Tildiem LA 300 capsules (Mawdsley-Brooks & Company Ltd)	Diltiazem hydrochloride	2060200
38876	Tildiem LA 300 capsules (Sanofi)	Diltiazem hydrochloride	2060200
5296	Tildiem la 300mg Modified-release capsule (Sanofi)	Diltiazem hydrochloride	2060200
66048	Tildiem Retard 120mg tablets (DE Pharmaceuticals)	Diltiazem hydrochloride	2060200
51261	Tildiem Retard 120mg tablets (Mawdsley-Brooks & Company Ltd)	Diltiazem hydrochloride	2060200
1289	Tildiem Retard 120mg tablets (Sanofi)	Diltiazem hydrochloride	2060200
939	Tildiem Retard 90mg tablets (Sanofi)	Diltiazem hydrochloride	2060200
59585	Uard 120XL capsules (Ennogen Healthcare Ltd)	Diltiazem hydrochloride	2060200
66172	Uard 180XL capsules (Ennogen Healthcare Ltd)	Diltiazem hydrochloride	2060200
66834	Uard 240XL capsules (Ennogen Healthcare Ltd)	Diltiazem hydrochloride	2060200
2592	Viazem XL 120mg capsules (Thornton & Ross Ltd)	Diltiazem hydrochloride	2060200
17666	Viazem XL 180mg capsules (Thornton & Ross Ltd)	Diltiazem hydrochloride	2060200
13027	Viazem XL 240mg capsules (Thornton & Ross Ltd)	Diltiazem hydrochloride	2060200
1130	Viazem XL 300mg capsules (Thornton & Ross Ltd)	Diltiazem hydrochloride	2060200
7398	Viazem XL 360mg capsules (Thornton & Ross Ltd)	Diltiazem hydrochloride	2060200
47732	Zemret 180 XL capsules (Tillomed Laboratories Ltd)	Diltiazem hydrochloride	2060200
44192	Zemret 240 XL capsules (Tillomed Laboratories Ltd)	Diltiazem hydrochloride	2060200
47608	Zemret 300 XL capsules (Tillomed Laboratories Ltd)	Diltiazem hydrochloride	2060200
36583	Zemret xl 180mg Capsule (Neo Laboratories Ltd)	Diltiazem Hydrochloride	2060200
26463	Zemret xl 240mg Capsule (Neo Laboratories Ltd)	Diltiazem hydrochloride	2060200
36664	Zemret xl 300mg Capsule (Neo Laboratories Ltd)	Diltiazem hydrochloride	2060200
17425	Zemtard 120 XL capsules (Galen Ltd)	Diltiazem hydrochloride	2060200
17406	Zemtard 180 XL capsules (Galen Ltd)	Diltiazem hydrochloride	2060200
20890	Zemtard 240 XL capsules (Galen Ltd)	Diltiazem hydrochloride	2060200
17492	Zemtard 300 XL capsules (Galen Ltd)	Diltiazem hydrochloride	2060200
31737	Zildil SR 120mg capsules (Chanelle Medical UK Ltd)	Diltiazem hydrochloride	2060200
26759	Zildil SR 60mg capsules (Chanelle Medical UK Ltd)	Diltiazem hydrochloride	2060200
26337	Cabren 10mg modified-release tablets (Teva UK Ltd)	Felodipine	2060200
30915	Cabren 2.5mg modified-release tablets (Teva UK Ltd)	Felodipine	2060200
30991	Cabren 5mg modified-release tablets (Teva UK Ltd)	Felodipine	2060200
24366	Cardioplen XL 10mg tablets (Chiesi Ltd)	Felodipine	2060200
35592	Cardioplen XL 2.5mg tablets (Chiesi Ltd)	Felodipine	2060200
24365	Cardioplen XL 5mg tablets (Chiesi Ltd)	Felodipine	2060200
20459	Felendil xl 10mg Modified-release tablet (Ratiopharm UK Ltd)	Felodipine	2060200
29145	Felendil xl 2.5mg Modified-release tablet (Ratiopharm UK Ltd)	Felodipine	2060200
10153	Felendil xl 5mg Modified-release tablet (Ratiopharm UK Ltd)	Felodipine	2060200
32922	Felodipine 10mg Modified-release tablet (Sandoz Ltd)	Felodipine	2060200
568	Felodipine 10mg modified-release tablets	Felodipine	2060200
33091	Felodipine 10mg modified-release tablets (A A H Pharmaceuticals Ltd)	Felodipine	2060200
64760	Felodipine 10mg modified-release tablets (Phoenix Healthcare Distribution Ltd)	Felodipine	2060200
64917	Felodipine 10mg modified-release tablets (Waymade Healthcare Plc)	Felodipine	2060200
491	Felodipine 2.5mg modified-release tablets	Felodipine	2060200
64474	Felodipine 2.5mg modified-release tablets (A A H Pharmaceuticals Ltd)	Felodipine	2060200
66910	Felodipine 2.5mg modified-release tablets (DE Pharmaceuticals)	Felodipine	2060200
60884	Felodipine 2.5mg modified-release tablets (Phoenix Healthcare Distribution Ltd)	Felodipine	2060200
64719	Felodipine 2.5mg modified-release tablets (Sigma Pharmaceuticals Plc)	Felodipine	2060200
60569	Felodipine 2.5mg modified-release tablets (Waymade Healthcare Plc)	Felodipine	2060200
48009	Felodipine 5mg Modified-release tablet (Sandoz Ltd)	Felodipine	2060200
501	Felodipine 5mg modified-release tablets	Felodipine	2060200
43512	Felodipine 5mg modified-release tablets (A A H Pharmaceuticals Ltd)	Felodipine	2060200
66095	Felodipine 5mg modified-release tablets (Mawdsley-Brooks & Company Ltd)	Felodipine	2060200
44859	Felodipine sr 5mg Tablet (Approved Prescription Services Ltd)	Felodipine	2060200
30557	Felogen XL 10mg tablets (Mylan Ltd)	Felodipine	2060200
25572	Felogen XL 5mg tablets (Mylan Ltd)	Felodipine	2060200
17566	Felotens XL 10mg tablets (Genus Pharmaceuticals Ltd)	Felodipine	2060200
37897	Felotens XL 2.5mg tablets (Genus Pharmaceuticals Ltd)	Felodipine	2060200
17557	Felotens XL 5mg tablets (Genus Pharmaceuticals Ltd)	Felodipine	2060200
65349	Folpik XL 10mg tablets (Teva UK Ltd)	Felodipine	2060200
63331	Folpik XL 2.5mg tablets (Teva UK Ltd)	Felodipine	2060200
55306	Folpik XL 5mg tablets (Teva UK Ltd)	Felodipine	2060200
38434	Keloc SR 10mg tablets (Teva UK Ltd)	Felodipine	2060200
29044	Neofel XL 10mg tablets (Kent Pharmaceuticals Ltd)	Felodipine	2060200
55740	Neofel XL 2.5mg tablets (Actavis UK Ltd)	Felodipine	2060200
58339	Neofel XL 2.5mg tablets (Almus Pharmaceuticals Ltd)	Felodipine	2060200
39357	Neofel XL 2.5mg tablets (Kent Pharmaceuticals Ltd)	Felodipine	2060200
28721	Neofel XL 5mg tablets (Kent Pharmaceuticals Ltd)	Felodipine	2060200
36620	Parmid XL 10mg tablets (Sandoz Ltd)	Felodipine	2060200
60652	Parmid XL 2.5mg tablets (Sandoz Ltd)	Felodipine	2060200
33932	Parmid XL 5mg tablets (Sandoz Ltd)	Felodipine	2060200
43394	Pinefeld XL 10mg tablets (Tillomed Laboratories Ltd)	Felodipine	2060200
7280	Plendil 10mg modified-release tablets (AstraZeneca UK Ltd)	Felodipine	2060200
9334	Plendil 2.5mg modified-release tablets (AstraZeneca UK Ltd)	Felodipine	2060200
9437	Plendil 5mg modified-release tablets (AstraZeneca UK Ltd)	Felodipine	2060200
64504	Plendil 5mg modified-release tablets (Necessity Supplies Ltd)	Felodipine	2060200
14305	Vascalpha 10mg modified-release tablets (Actavis UK Ltd)	Felodipine	2060200
43790	Vascalpha 10mg modified-release tablets (Almus Pharmaceuticals Ltd)	Felodipine	2060200
35084	Vascalpha 5mg modified-release tablets (Actavis UK Ltd)	Felodipine	2060200
40633	Vascalpha 5mg modified-release tablets (Almus Pharmaceuticals Ltd)	Felodipine	2060200
21162	Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets	Felodipine/Ramipril	02050501/02060200
17474	Felodipine 5mg modified-release / Ramipril 5mg tablets	Felodipine/Ramipril	02050501/02060200
11965	Ramipril 2.5mg with felodipine 2.5mg modified-release tablet	Felodipine/Ramipril	02050501/02060200
11567	Ramipril 5mg with felodipine 5mg modified-release tablet	Felodipine/Ramipril	02050501/02060200
28438	Triapin 2.5mg/2.5mg modified-release tablets (Sanofi)	Felodipine/Ramipril	02050501/02060200
17006	Triapin 5mg/5mg modified-release tablets (Sanofi)	Felodipine/Ramipril	02050501/02060200
47573	Sevikar HCT 40mg/5mg/12.5mg tablets (Daiichi Sankyo UK Ltd)	Amlodipine besilate/Hydrochlorothiazide/Olmesartan medoxomil	2050502
60007	Generic Sevikar HCT 40mg/10mg/12.5mg tablets	0	2050502
47616	Sevikar HCT 40mg/10mg/12.5mg tablets (Daiichi Sankyo UK Ltd)	Hydrochlorothiazide/amlodipine/olmesartan Medoxomil	2050502
47727	Sevikar HCT 40mg/5mg/25mg tablets (Daiichi Sankyo UK Ltd)	Hydrochlorothiazide/amlodipine/olmesartan Medoxomil	2050502
35380	Hydrochlorothiazide with olmesartan medoxomil 12.5mg with 20mg tablet	Hydrochlorothiazide/Olmesartan Medoxomil	02020100/02050502
39021	Hydrochlorothiazide with olmesartan medoxomil 25mg with 20mg tablet	Hydrochlorothiazide/Olmesartan Medoxomil	02020100/02050502
18200	Olmesartan medoxomil 20mg / Hydrochlorothiazide 12.5mg tablets	Olmesartan medoxomil/Hydrochlorothiazide	02020100/02050502
18903	Olmesartan medoxomil 20mg / Hydrochlorothiazide 25mg tablets	Hydrochlorothiazide/olmesartan Medoxomil	02020100/02050502
43322	Olmesartan medoxomil 40mg / Hydrochlorothiazide 12.5mg tablets	Olmesartan medoxomil/Hydrochlorothiazide	02020100/02050502
29634	Olmetec Plus 20mg/12.5mg tablets (Daiichi Sankyo UK Ltd)	Olmesartan medoxomil/Hydrochlorothiazide	02020100/02050502
43915	Olmetec Plus 40mg/12.5mg tablets (Daiichi Sankyo UK Ltd)	Olmesartan medoxomil/Hydrochlorothiazide	02020100/02050502
8310	Isradipine 2.5mg tablets	Isradipine	2060200
8257	Prescal 2.5mg tablets (Novartis Pharmaceuticals UK Ltd)	Isradipine	2060200
5158	Lacidipine 2mg tablets	Lacidipine	2060200
60699	Lacidipine 2mg tablets (Sigma Pharmaceuticals Plc)	Lacidipine	2060200
3221	Lacidipine 4mg tablets	Lacidipine	2060200
57680	Lacidipine 4mg tablets (A A H Pharmaceuticals Ltd)	Lacidipine	2060200
56994	Lacidipine 4mg tablets (Teva UK Ltd)	Lacidipine	2060200
11966	Motens 2mg tablets (GlaxoSmithKline UK Ltd)	Lacidipine	2060200
9670	Motens 4mg tablets (GlaxoSmithKline UK Ltd)	Lacidipine	2060200
5593	Lercanidipine 10mg tablets	Lercanidipine hydrochloride	2060200
64227	Lercanidipine 10mg tablets (Actavis UK Ltd)	Lercanidipine hydrochloride	2060200
57444	Lercanidipine 10mg tablets (Aptil Pharma Ltd)	Lercanidipine hydrochloride	2060200
61611	Lercanidipine 10mg tablets (DE Pharmaceuticals)	Lercanidipine hydrochloride	2060200
47331	Lercanidipine 10mg tablets (Mylan Ltd)	Lercanidipine hydrochloride	2060200
13243	Lercanidipine 20mg tablets	Lercanidipine hydrochloride	2060200
63917	Lercanidipine 20mg tablets (A A H Pharmaceuticals Ltd)	Lercanidipine hydrochloride	2060200
59233	Lercanidipine 20mg tablets (Actavis UK Ltd)	Lercanidipine hydrochloride	2060200
56767	Lercanidipine 20mg tablets (Mylan Ltd)	Lercanidipine hydrochloride	2060200
65659	Lercanidipine 20mg tablets (Teva UK Ltd)	Lercanidipine hydrochloride	2060200
64424	Lercanidipine 20mg tablets (Zentiva)	Lercanidipine hydrochloride	2060200
18690	SECURON (CALENDAR PACK) 120 MG TAB	0	0
5570	Zanidip 10mg tablets (Recordati Pharmaceuticals Ltd)	Lercanidipine hydrochloride	2060200
14300	Zanidip 20mg tablets (Recordati Pharmaceuticals Ltd)	Lercanidipine hydrochloride	2060200
19015	ADIZEM CONTINUS 120 MG TAB	0	0
19013	Clinium 120mg Tablet (LEO Pharma)	Lidoflazine	2060200
30758	Lidoflazine 120mg Tablet	Lidoflazine	2060200
22241	Mibefradil 100mg Tablet	Mibefradil	2060200
15652	Mibefradil 50mg Tablet	Mibefradil	2060200
3931	Posicor 100mg Tablet (Roche Products Ltd)	Mibefradil	2060200
1529	Posicor 50mg Tablet (Roche Products Ltd)	Mibefradil	2060200
11943	Cardene 20mg capsules (Astellas Pharma Ltd)	Nicardipine hydrochloride	2060200
7562	Cardene 30mg capsules (Astellas Pharma Ltd)	Nicardipine hydrochloride	2060200
3302	Cardene SR 30mg capsules (Astellas Pharma Ltd)	Nicardipine hydrochloride	2060200
12875	Cardene SR 45mg capsules (Astellas Pharma Ltd)	Nicardipine hydrochloride	2060200
2926	Nicardipine 20mg capsules	Nicardipine hydrochloride	2060200
8201	Nicardipine 30mg capsules	Nicardipine hydrochloride	2060200
45292	Nicardipine 30mg capsules (A A H Pharmaceuticals Ltd)	Nicardipine hydrochloride	2060200
5477	Nicardipine 30mg modified-release capsules	Nicardipine hydrochloride	2060200
9386	Nicardipine 45mg modified-release capsules	Nicardipine hydrochloride	2060200
25054	ADALAT	0	0
2521	Adalat 10mg capsules (Bayer Plc)	Nifedipine	2060200
27910	ADALAT 5	0	0
662	Adalat 5mg capsules (Bayer Plc)	Nifedipine	2060200
541	Adalat LA 20 tablets (Bayer Plc)	Nifedipine	2060200
58557	Adalat LA 20 tablets (Necessity Supplies Ltd)	Nifedipine	2060200
57653	Adalat LA 20 tablets (Sigma Pharmaceuticals Plc)	Nifedipine	2060200
43753	Adalat LA 30 tablets (Bayer Plc)	Nifedipine	2060200
53500	Adalat LA 30 tablets (DE Pharmaceuticals)	Nifedipine	2060200
52017	Adalat LA 30 tablets (Mawdsley-Brooks & Company Ltd)	Nifedipine	2060200
53278	Adalat LA 30 tablets (Necessity Supplies Ltd)	Nifedipine	2060200
1854	Adalat la 30mg Tablet (Bayer Plc)	Nifedipine	2060200
43818	Adalat LA 60 tablets (Bayer Plc)	Nifedipine	2060200
56469	Adalat LA 60 tablets (Necessity Supplies Ltd)	Nifedipine	2060200
51917	Adalat LA 60 tablets (Sigma Pharmaceuticals Plc)	Nifedipine	2060200
57531	Adalat LA 60 tablets (Waymade Healthcare Plc)	Nifedipine	2060200
4227	Adalat la 60mg Tablet (Bayer Plc)	Nifedipine	2060200
25027	ADALAT RETARD 10	0	0
2280	Adalat retard 10mg tablets (Bayer Plc)	Nifedipine	2060200
2343	Adalat retard 20mg tablets (Bayer Plc)	Nifedipine	2060200
66191	Adalat retard 20mg tablets (DE Pharmaceuticals)	Nifedipine	2060200
53629	Adalat retard 20mg tablets (Lexon (UK) Ltd)	Nifedipine	2060200
45685	Adanif XL 30mg tablets (Focus Pharmaceuticals Ltd)	Nifedipine	2060200
46887	Adanif XL 60mg tablets (Focus Pharmaceuticals Ltd)	Nifedipine	2060200
41979	Adipine la 30mg Modified-release tablet (Chiesi Ltd)	Nifedipine	2060200
47217	Adipine la 60mg Modified-release tablet (Chiesi Ltd)	Nifedipine	2060200
4239	Adipine MR 10 tablets (Chiesi Ltd)	Nifedipine	2060200
3711	Adipine MR 20 tablets (Chiesi Ltd)	Nifedipine	2060200
13139	Adipine XL 30mg tablets (Chiesi Ltd)	Nifedipine	2060200
10246	Adipine XL 60mg tablets (Chiesi Ltd)	Nifedipine	2060200
20878	Angiopine 10 capsules (Ashbourne Pharmaceuticals Ltd)	Nifedipine	2060200
21872	Angiopine 5mg Capsule (Ashbourne Pharmaceuticals Ltd)	Nifedipine	2060200
13699	Angiopine la 40mg Tablet (Ashbourne Pharmaceuticals Ltd)	Nifedipine	2060200
13672	Angiopine MR 10mg tablets (Ashbourne Pharmaceuticals Ltd)	Nifedipine	2060200
5181	Angiopine MR 20mg tablets (Ashbourne Pharmaceuticals Ltd)	Nifedipine	2060200
22019	Calanif 10mg Capsule (Berk Pharmaceuticals Ltd)	Nifedipine	2060200
26265	Calanif 5mg Capsule (Berk Pharmaceuticals Ltd)	Nifedipine	2060200
14861	Calchan MR 10 tablets (Ranbaxy (UK) Ltd)	Nifedipine	2060200
11769	Calchan MR 20 tablets (Ranbaxy (UK) Ltd)	Nifedipine	2060200
22142	Calcilat 10mg Capsule (Eastern Pharmaceuticals Ltd)	Nifedipine	2060200
17325	Cardilate MR 10mg tablets (Teva UK Ltd)	Nifedipine	2060200
20257	Cardilate MR 20mg tablets (IVAX Pharmaceuticals UK Ltd)	Nifedipine	2060200
2746	Coracten SR 10mg capsules (UCB Pharma Ltd)	Nifedipine	2060200
4856	Coracten SR 20mg capsules (UCB Pharma Ltd)	Nifedipine	2060200
3712	Coracten XL 30mg capsules (UCB Pharma Ltd)	Nifedipine	2060200
4939	Coracten XL 60mg capsules (UCB Pharma Ltd)	Nifedipine	2060200
30473	Coroday MR 20mg tablets (Mylan Ltd)	Nifedipine	2060200
5277	Fortipine LA 40 tablets (AMCo)	Nifedipine	2060200
15715	Genalat retard 20mg Modified-release tablet (Wyeth Pharmaceuticals)	Nifedipine	2060200
21216	Hypolar Retard 10mg tablets (Sandoz Ltd)	Nifedipine	2060200
9485	Hypolar Retard 20 tablets (Sandoz Ltd)	Nifedipine	2060200
23736	Hypolar XL 30 tablets (Sandoz Ltd)	Nifedipine	2060200
37530	Neozipine XL 30mg tablets (Kent Pharmaceuticals Ltd)	Nifedipine	2060200
35646	Neozipine XL 60mg tablets (Kent Pharmaceuticals Ltd)	Nifedipine	2060200
25055	NIFEDIPINE	0	0
37726	Nifedipine 100mg/5ml oral suspension	Nifedipine	2060200
34247	Nifedipine 10mg Capsule (Berk Pharmaceuticals Ltd)	Nifedipine	2060200
452	Nifedipine 10mg capsules	Nifedipine	2060200
43511	Nifedipine 10mg capsules (A A H Pharmaceuticals Ltd)	Nifedipine	2060200
43515	Nifedipine 10mg capsules (Actavis UK Ltd)	Nifedipine	2060200
55455	Nifedipine 10mg capsules (Strides Shasun (UK) Ltd)	Nifedipine	2060200
46445	Nifedipine 10mg capsules (IVAX Pharmaceuticals UK Ltd)	Nifedipine	2060200
63041	Nifedipine 10mg capsules (Mylan Ltd)	Nifedipine	2060200
42912	Nifedipine 10mg capsules (Teva UK Ltd)	Nifedipine	2060200
2605	Nifedipine 10mg modified-release capsules	Nifedipine	2060200
34187	Nifedipine 10mg Modified-release tablet (Generics (UK) Ltd)	Nifedipine	2060200
47027	Nifedipine 10mg Modified-release tablet (Kent Pharmaceuticals Ltd)	Nifedipine	2060200
410	Nifedipine 10mg modified-release tablets	Nifedipine	2060200
28688	Nifedipine 10mg modified-release tablets (A A H Pharmaceuticals Ltd)	Nifedipine	2060200
49762	Nifedipine 10mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)	Nifedipine	2060200
63246	Nifedipine 10mg modified-release tablets (AM Distributions (Yorkshire) Ltd)	Nifedipine	2060200
58990	Nifedipine 10mg modified-release tablets (Cubic Pharmaceuticals Ltd)	Nifedipine	2060200
60856	Nifedipine 10mg modified-release tablets (Sigma Pharmaceuticals Plc)	Nifedipine	2060200
26774	Nifedipine 10mg/5ml Oral suspension	Nifedipine	2060200
53357	Nifedipine 10mg/5ml oral suspension	Nifedipine	2060200
1262	Nifedipine 12 20mg Modified-release tablet	Nifedipine	2060200
40074	Nifedipine 20mg Capsule	Nifedipine	2060200
737	Nifedipine 20mg modified-release capsules	Nifedipine	2060200
55824	Nifedipine 20mg Modified-release tablet (Berk Pharmaceuticals Ltd)	Nifedipine	2060200
66236	Nifedipine 20mg Modified-release tablet (Kent Pharmaceuticals Ltd)	Nifedipine	2060200
37025	Nifedipine 20mg modified-release tablets	Nifedipine	2060200
25919	Nifedipine 20mg modified-release tablets (A A H Pharmaceuticals Ltd)	Nifedipine	2060200
49338	Nifedipine 20mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)	Nifedipine	2060200
59163	Nifedipine 20mg modified-release tablets (Cubic Pharmaceuticals Ltd)	Nifedipine	2060200
47529	Nifedipine 20mg/ml oral drops	Nifedipine	2060200
8213	Nifedipine 24 20mg Modified-release tablet	Nifedipine	2060200
1449	Nifedipine 24 30mg Modified-release tablet	Nifedipine	2060200
5162	Nifedipine 30mg modified-release capsules	Nifedipine	2060200
30199	Nifedipine 30mg modified-release tablets	Nifedipine	2060200
47614	Nifedipine 30mg modified-release tablets (A A H Pharmaceuticals Ltd)	Nifedipine	2060200
9269	Nifedipine 40mg modified-release tablets	Nifedipine	2060200
269	Nifedipine 5mg capsules	Nifedipine	2060200
34522	Nifedipine 5mg capsules (A A H Pharmaceuticals Ltd)	Nifedipine	2060200
34607	Nifedipine 5mg capsules (IVAX Pharmaceuticals UK Ltd)	Nifedipine	2060200
34975	Nifedipine 5mg capsules (Teva UK Ltd)	Nifedipine	2060200
53990	Nifedipine 5mg/5ml oral suspension	Nifedipine	2060200
9750	Nifedipine 60mg modified-release capsules	Nifedipine	2060200
34115	Nifedipine 60mg Modified-release tablet	Nifedipine	2060200
3930	Nifedipine 60mg modified-release tablets	Nifedipine	2060200
43410	Nifedipine extra 60mg Modified-release tablet	Nifedipine	2060200
34146	Nifedipine mr 10mg Modified-release tablet (IVAX Pharmaceuticals UK Ltd)	Nifedipine	2060200
34101	Nifedipine mr 20mg Modified-release tablet (IVAX Pharmaceuticals UK Ltd)	Nifedipine	2060200
47707	Nifedipine Oral solution	Nifedipine	2060200
25026	NIFEDIPINE RETARD	0	0
25044	NIFEDIPINE RETARD	0	0
38107	Nifedipine sr 30mg Tablet (Hillcross Pharmaceuticals Ltd)	Nifedipine	2060200
7823	NIFEDIPINE TAB 5 mg	0	0
47285	Nifedipine xl 60mg Tablet (Hillcross Pharmaceuticals Ltd)	Nifedipine	2060200
11512	Nifedipress MR 10 tablets (Dexcel-Pharma Ltd)	Nifedipine	2060200
16073	Nifedipress MR 10 tablets (Teva UK Ltd)	Nifedipine	2060200
21245	Nifedipress mr 10mg Modified-release tablet (Actavis UK Ltd)	Nifedipine	2060200
10135	Nifedipress mr 10mg Modified-release tablet (Sandoz Ltd)	Nifedipine	2060200
17448	Nifedipress mr 10mg Modified-release tablet (Sterwin Medicines)	Nifedipine	2060200
21886	Nifedipress MR 20 tablets (Actavis UK Ltd)	Nifedipine	2060200
10136	Nifedipress MR 20 tablets (Dexcel-Pharma Ltd)	Nifedipine	2060200
20591	Nifedipress MR 20 tablets (Teva UK Ltd)	Nifedipine	2060200
20311	Nifedipress mr 20mg Modified-release tablet (Generics (UK) Ltd)	Nifedipine	2060200
17338	Nifedotard 20 mr 20mg Modified-release tablet (Galen Ltd)	Nifedipine	2060200
12606	Nifelease 20mg Modified-release tablet (Eastern Pharmaceuticals Ltd)	Nifedipine	2060200
1300	Nifensar xl 20mg Modified-release tablet (Rhone-Poulenc Rorer Ltd)	Nifedipine	2060200
25132	Nifopress MR 20mg tablets (Teva UK Ltd)	Nifedipine	2060200
7541	Nifopress Retard 20mg tablets (AMCo)	Nifedipine	2060200
22217	Nimodrel 10mg modified-release tablet (Opus Pharmaceuticals Ltd)	Nifedipine	2060200
24228	Nimodrel 20mg modified-release tablet (Opus Pharmaceuticals Ltd)	Nifedipine	2060200
33025	Nimodrel XL 30mg tablets (Zurich Pharmaceuticals)	Nifedipine	2060200
47887	Nimodrel XL 60mg tablets (Zurich Pharmaceuticals)	Nifedipine	2060200
17342	Nivaten retard 10mg Modified-release tablet (Actavis UK Ltd)	Nifedipine	2060200
25646	Nivaten retard 20mg Modified-release tablet (Actavis UK Ltd)	Nifedipine	2060200
36684	SLOFEDIPINE 20 MG TAB	0	0
22696	Slofedipine 20mg tablets (Sterwin Medicines)	Nifedipine	2060200
9573	Slofedipine XL 30mg tablets (Zentiva)	Nifedipine	2060200
9553	Slofedipine XL 60 tablets (Zentiva)	Nifedipine	2060200
19170	Tensipine MR 10 tablets (Genus Pharmaceuticals Ltd)	Nifedipine	2060200
5806	Tensipine MR 20 tablets (Genus Pharmaceuticals Ltd)	Nifedipine	2060200
12613	Unipine xl 30mg Modified-release tablet (Genus Pharmaceuticals Ltd)	Nifedipine	2060200
43222	Valni 20 Retard tablets (Tillomed Laboratories Ltd)	Nifedipine	2060200
37184	Valni XL 30mg tablets (Zentiva)	Nifedipine	2060200
39800	Valni XL 60mg tablets (Zentiva)	Nifedipine	2060200
11547	Nimodipine 30mg tablets	Nimodipine	2060200
10595	Nimotop 30mg tablets (Bayer Plc)	Nimodipine	2060200
23805	Nisoldipine 10mg modified-release tablets	Nisoldipine	2060200
18038	Nisoldipine 20mg modified-release tablets	Nisoldipine	2060200
23823	Nisoldipine 30mg modified-release tablets	Nisoldipine	2060200
19129	Syscor MR 10 tablets (Forest Laboratories UK Ltd)	Nisoldipine	2060200
31337	Syscor MR 20 tablets (Forest Laboratories UK Ltd)	Nisoldipine	2060200
31336	Syscor MR 30 tablets (Forest Laboratories UK Ltd)	Nisoldipine	2060200
40316	Olmesartan medoxomil 20mg / Amlodipine 5mg tablets	Olmesartan medoxomil/Amlodipine besilate	02050502/02060200
39984	Sevikar 20mg/5mg tablets (Daiichi Sankyo UK Ltd)	Olmesartan medoxomil/Amlodipine besilate	02050502/02060200
7681	Synadrin 60mg Tablet (Hoechst UK Ltd)	Prenylamine Lactate	2060200
35189	Amlodipine 10mg / Valsartan 160mg tablets	Valsartan/amlodipine Besilate	2060200
35343	Amlodipine 5mg / Valsartan 160mg tablets	Valsartan/amlodipine Besilate	2060200
35329	Amlodipine 5mg / Valsartan 80mg tablets	Valsartan/amlodipine Besilate	2060200
35096	Exforge 10mg/160mg tablets (Novartis Pharmaceuticals UK Ltd)	Amlodipine besilate/Valsartan	2060200
35697	Exforge 5mg/160mg tablets (Novartis Pharmaceuticals UK Ltd)	Valsartan/amlodipine Besilate	2060200
8172	Acebutolol 100mg capsules	Acebutolol hydrochloride	2040000
65438	Acebutolol 100mg capsules (A A H Pharmaceuticals Ltd)	Acebutolol hydrochloride	2040000
8113	Acebutolol 200mg capsules	Acebutolol hydrochloride	2040000
7620	Acebutolol 400mg tablets	Acebutolol hydrochloride	2040000
45309	Acebutolol 400mg tablets (A A H Pharmaceuticals Ltd)	Acebutolol hydrochloride	2040000
12296	Sectral 100mg capsules (Sanofi)	Acebutolol hydrochloride	2040000
8555	Sectral 200mg capsules (Sanofi)	Acebutolol hydrochloride	2040000
8023	Sectral 400mg tablets (Sanofi)	Acebutolol hydrochloride	2040000
24195	Antipressan 100mg tablets (Teva UK Ltd)	Atenolol	2040000
26211	Antipressan 25mg tablets (Teva UK Ltd)	Atenolol	2040000
24191	Antipressan 50mg tablets (Teva UK Ltd)	Atenolol	2040000
29398	Atenamin 100mg Tablet (OPD Pharm)	Atenolol	2040000
20728	Atenamin 25mg Tablet (OPD Pharm)	Atenolol	2040000
21133	Atenamin 50mg Tablet (OPD Pharm)	Atenolol	2040000
20502	Atenix 100 tablets (Ashbourne Pharmaceuticals Ltd)	Atenolol	2040000
17322	Atenix 25 tablets (Ashbourne Pharmaceuticals Ltd)	Atenolol	2040000
10191	Atenix 50 tablets (Ashbourne Pharmaceuticals Ltd)	Atenolol	2040000
24677	ATENOLOL	0	0
25037	ATENOLOL	0	0
24	Atenolol 100mg tablets	Atenolol	2040000
33085	Atenolol 100mg tablets (A A H Pharmaceuticals Ltd)	Atenolol	2040000
46931	Atenolol 100mg tablets (Actavis UK Ltd)	Atenolol	2040000
31934	Atenolol 100mg tablets (IVAX Pharmaceuticals UK Ltd)	Atenolol	2040000
46908	Atenolol 100mg tablets (Kent Pharmaceuticals Ltd)	Atenolol	2040000
33079	Atenolol 100mg tablets (Mylan Ltd)	Atenolol	2040000
34754	Atenolol 100mg tablets (Sandoz Ltd)	Atenolol	2040000
19191	Atenolol 100mg tablets (Teva UK Ltd)	Atenolol	2040000
33184	Atenolol 100mg tablets (Wockhardt UK Ltd)	Atenolol	2040000
26	Atenolol 25mg tablets	Atenolol	2040000
33657	Atenolol 25mg tablets (A A H Pharmaceuticals Ltd)	Atenolol	2040000
59982	Atenolol 25mg tablets (Accord Healthcare Ltd)	Atenolol	2040000
44858	Atenolol 25mg tablets (Actavis UK Ltd)	Atenolol	2040000
50702	Atenolol 25mg tablets (Alliance Healthcare (Distribution) Ltd)	Atenolol	2040000
47870	Atenolol 25mg tablets (Almus Pharmaceuticals Ltd)	Atenolol	2040000
53826	Atenolol 25mg tablets (Boston Healthcare Ltd)	Atenolol	2040000
49953	Atenolol 25mg tablets (Bristol Laboratories Ltd)	Atenolol	2040000
51998	Atenolol 25mg tablets (Strides Shasun (UK) Ltd)	Atenolol	2040000
